"Regió sanitària","Àrea bàsica de salut","Àmbit","Indicador","Mesura","Període","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Barcelona - Barcelona Ciutat","Barcelona 1D - Raval Sud","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5.1,6.9,5.8,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Demogràfic","Població assignada de 0-14 anys","Persones","2022",925,861,1786,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7909,6539,14448,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1189,1248,2437,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1007,1570,2577,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Demogràfic","Població assignada total","Persones","2022",11030,10218,21248,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.6,23.1,19,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",663,573,1236,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5132,4816,9948,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",987,1090,2077,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",939,1478,2417,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",7721,7957,15678,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.1,3.7,3.4,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.4,0.3,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.6,0.8,0.7,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1,1.5,1.3,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 1E - Raval Nord - Dr. Sayé","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",4.8,6.4,5.6,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1712,1525,3237,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Demogràfic","Població assignada de 15-54 anys","Persones","2022",9702,9492,19194,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1972,2257,4229,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2788,4291,7079,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Demogràfic","Població assignada total","Persones","2022",16174,17565,33739,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",16.8,24.2,21.3,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1343,1194,2537,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",6334,7054,13388,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1538,1886,3424,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2603,3968,6571,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",11818,14102,25920,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",2.6,3.2,2.9,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.9,1.3,1.1,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.4,1.8,1.6,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 2A - Sant Antoni","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5,6.5,5.8,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1025,925,1950,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7818,8048,15866,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1585,2039,3624,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2523,3705,6228,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Demogràfic","Població assignada total","Persones","2022",12951,14717,27668,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",13.8,22.3,18.9,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",842,737,1579,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5223,6014,11237,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1228,1675,2903,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2408,3538,5946,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",9701,11964,21665,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3,3.7,3.4,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.3,0.2,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.7,1,0.8,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.7,2.2,2,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 2B - Via Roma","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5.5,7.1,6.4,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1537,1396,2933,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Demogràfic","Població assignada de 15-54 anys","Persones","2022",8517,8881,17398,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1884,2350,4234,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Demogràfic","Població assignada de 65 anys o més","Persones","2022",3166,4597,7763,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Demogràfic","Població assignada total","Persones","2022",15104,17224,32328,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",14.2,19.7,17.4,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1226,1131,2357,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5024,6232,11256,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1449,1980,3429,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2983,4394,7377,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",10682,13737,24419,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",2.1,2.6,2.4,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.2,0.2,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.1,1.5,1.3,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.7,2.1,1.9,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 2C - Esq. Eixample - Comte Borrell","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5,6.4,5.8,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1394,1351,2745,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6478,5589,12067,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1105,1129,2234,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1418,2250,3668,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Demogràfic","Població assignada total","Persones","2022",10395,10319,20714,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",16.9,29.2,24.4,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1026,1036,2062,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3951,3898,7849,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",849,956,1805,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1347,2131,3478,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",7173,8021,15194,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",2.2,2.4,2.3,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.1,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.8,1,0.9,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.9,2.5,2.2,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 2D - Universitat","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",4.9,6.2,5.5,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Demogràfic","Població assignada de 0-14 anys","Persones","2022",2325,2152,4477,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Demogràfic","Població assignada de 15-54 anys","Persones","2022",9959,11138,21097,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Demogràfic","Població assignada de 55-64 anys","Persones","2022",2189,2629,4818,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2922,4491,7413,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Demogràfic","Població assignada total","Persones","2022",17395,20410,37805,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",15.3,23.6,20.4,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1864,1775,3639,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5711,7335,13046,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1597,2067,3664,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2698,4225,6923,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",11870,15402,27272,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",2.1,2.5,2.3,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1,1.3,1.2,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.1,1.4,1.3,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 2E - Esq. Eixample - Casanova","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",4.4,5.4,4.9,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1653,1460,3113,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Demogràfic","Població assignada de 15-54 anys","Persones","2022",5906,6293,12199,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1327,1529,2856,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1966,3346,5312,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Demogràfic","Població assignada total","Persones","2022",10852,12628,23480,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",14.8,31.3,25.2,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1306,1141,2447,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3562,4482,8044,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",972,1223,2195,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1849,3177,5026,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",7689,10023,17712,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",1.5,1.7,1.6,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.3,0.5,0.4,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.7,1.1,0.9,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.9,2.7,2.3,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 2G - Dreta Eixample","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",4.3,5.7,5.1,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1206,1149,2355,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Demogràfic","Població assignada de 15-54 anys","Persones","2022",8166,8001,16167,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1789,2100,3889,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2907,4164,7071,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Demogràfic","Població assignada total","Persones","2022",14068,15414,29482,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",14,23.4,19.5,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",985,903,1888,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5213,5765,10978,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1370,1744,3114,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2743,4002,6745,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",10311,12414,22725,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",2.8,3.5,3.1,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.4,2.1,1.8,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1,1.3,1.2,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 2H - Passeig Sant Joan","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5.3,7.1,6.3,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1383,1364,2747,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Demogràfic","Població assignada de 15-54 anys","Persones","2022",5760,6211,11971,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1300,1502,2802,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1856,2905,4761,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Demogràfic","Població assignada total","Persones","2022",10299,11982,22281,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",17.1,27.3,23.3,13.3,20.1,17.2
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1130,1075,2205,490319,461101,951420
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3668,4666,8334,1491869,1646703,3138572
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1044,1285,2329,406344,447653,853997
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1781,2834,4615,612072,818797,1430869
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",7623,9860,17483,3000604,3374254,6374858
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",2.6,3.2,2.9,3.5,4.2,3.9
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.3,0.3,0.2,0.3,0.2
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.2,1.5,1.4,1.1,1.5,1.3
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.5,1.9,1.7,1.5,2,1.7
"Barcelona - Barcelona Ciutat","Barcelona 2I - Sagrada Família","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5.5,6.9,6.3,6.2,7.9,7.1
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1744,1710,3454,563490,531360,1094850
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7940,8825,16765,2090135,2009939,4100074
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1482,1698,3180,485653,501618,987271
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1982,2904,4886,631736,839322,1471058
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Demogràfic","Població assignada total","Persones","2022",13148,15137,28285,3771014,3882239,7653253
"Barcelona - Barcelona Ciutat","Barcelona 2J - Monumental","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",15.5,23.1,20,13.3,20.1,17.2
